typing_speed,typos,sleep_hours,screen_hours,expression,user_type,stress_level
120,0,2.6,13.4,sad,professional,100.0
78,6,6.9,15.6,No face detected,student,64.0
82,3,3.2,9.1,neutral,student,69.5
73,15,2.3,3.3,surprise,gamer,52.5
109,11,4.4,0.7,No face detected,student,71.5
13,11,6.7,4.6,No face detected,student,56.5
68,10,3.1,2.6,surprise,student,50.0
12,12,4.2,9.7,sad,casual,100.0
102,1,3.3,13.9,happy,student,71.5
28,6,9.9,9.6,happy,casual,49.0
59,14,4.5,5.5,surprise,gamer,41.0
26,4,8.4,1.5,happy,gamer,41.0
119,15,2.1,13.4,neutral,professional,100.0
25,11,9.0,12.0,fear,professional,100.0
48,11,7.7,15.0,angry,casual,86.5
25,5,4.4,11.0,happy,professional,57.5
22,11,7.2,13.9,sad,professional,96.5
26,14,3.7,5.8,angry,gamer,100.0
39,4,1.8,10.6,angry,casual,96.0
102,3,8.0,9.8,angry,professional,74.5
60,6,2.3,8.3,surprise,casual,79.0
108,2,9.9,5.5,No face detected,casual,73.0
18,14,2.1,13.5,neutral,gamer,100.0
11,3,6.1,5.4,angry,casual,69.5
92,12,5.7,8.3,No face detected,student,83.0
51,2,7.7,14.2,disgust,student,58.0
31,12,5.9,2.0,neutral,professional,53.0
33,5,3.9,0.6,happy,professional,42.5
112,4,9.0,15.7,happy,casual,66.0
53,10,5.1,10.6,angry,casual,100.0
49,7,1.4,6.5,angry,casual,100.0
25,4,9.3,12.8,surprise,casual,51.0
78,9,3.0,14.0,happy,gamer,53.5
100,0,8.5,14.7,angry,casual,95.0
12,9,2.4,8.8,disgust,professional,100.0
43,10,10.0,2.9,fear,casual,80.0
33,7,7.3,7.4,No face detected,student,40.5
82,3,5.1,15.4,surprise,professional,54.5
27,12,6.6,15.3,surprise,student,58.0
86,1,10.0,8.7,disgust,professional,71.5
78,2,5.6,15.2,disgust,gamer,68.0
30,8,3.2,4.5,sad,student,62.0
66,10,3.7,12.6,happy,gamer,55.0
35,13,3.4,14.6,neutral,professional,84.5
22,7,5.6,13.2,fear,student,100.0
105,15,3.3,12.7,surprise,casual,97.5
32,8,2.3,4.2,fear,gamer,100.0
97,2,8.4,0.7,disgust,casual,68.0
18,7,1.8,13.8,fear,gamer,100.0
109,5,7.3,15.4,angry,student,92.5
36,11,5.7,3.7,No face detected,student,41.5
12,6,10.9,7.7,angry,professional,99.0
94,5,4.7,13.0,surprise,professional,62.5
32,1,5.0,8.8,disgust,student,56.5
54,1,7.1,12.6,happy,professional,21.5
83,13,2.4,10.6,happy,professional,69.5
104,3,7.5,2.9,sad,professional,54.5
66,8,9.9,5.1,No face detected,professional,52.0
105,5,8.9,0.7,happy,casual,42.5
62,5,7.9,15.8,No face detected,casual,67.5
99,8,5.6,13.0,sad,gamer,82.0
98,10,2.1,11.9,happy,casual,95.0
65,12,6.3,4.6,happy,professional,18.0
105,7,1.6,2.8,neutral,student,70.5
45,8,5.7,9.0,angry,gamer,77.0
27,4,1.2,6.3,happy,professional,61.0
110,12,3.2,7.7,fear,gamer,100.0
60,5,1.4,14.3,sad,gamer,87.5
106,15,7.0,3.5,angry,casual,92.5
37,15,3.1,15.7,neutral,casual,77.5
32,0,4.4,12.8,No face detected,gamer,75.0
79,8,5.5,3.1,sad,professional,52.0
77,2,4.6,13.0,sad,student,88.0
117,9,7.7,4.0,No face detected,student,53.5
14,6,8.3,4.4,disgust,casual,74.0
22,14,8.0,8.7,fear,gamer,96.0
72,1,9.6,8.2,happy,professional,31.5
111,12,9.4,8.1,No face detected,casual,93.0
93,3,5.7,13.6,sad,gamer,74.5
107,12,1.7,2.0,fear,student,100.0
27,8,10.3,9.7,neutral,casual,67.0
85,9,7.5,8.0,neutral,casual,68.5
110,11,7.0,5.8,sad,student,81.5
119,1,10.5,12.9,No face detected,student,86.5
109,15,6.8,9.0,happy,casual,67.5
37,13,6.6,14.0,fear,gamer,99.5
86,7,10.3,12.9,happy,casual,80.5
102,12,8.1,8.0,surprise,casual,78.0
46,14,6.9,11.8,neutral,gamer,56.0
70,3,2.7,2.5,happy,professional,29.5
50,11,4.8,6.4,sad,gamer,71.5
72,11,1.6,7.2,No face detected,casual,100.0
109,13,6.1,7.1,happy,gamer,44.5
87,4,4.7,4.9,fear,professional,71.0
26,0,3.1,0.6,surprise,student,35.0
115,7,10.5,0.5,neutral,student,65.5
29,7,1.8,8.5,neutral,gamer,80.5
120,8,8.0,7.3,neutral,professional,57.0
37,10,5.6,1.3,surprise,student,30.0
81,2,1.3,7.7,fear,casual,100.0
105,14,5.4,6.1,fear,gamer,96.0
83,7,7.8,1.4,neutral,professional,30.5
21,2,6.6,11.4,disgust,professional,78.0
88,0,6.2,10.6,neutral,casual,60.0
97,5,5.6,7.2,happy,professional,42.5
95,14,1.9,4.7,angry,student,100.0
39,1,4.1,15.5,disgust,student,71.5
109,1,8.8,6.2,disgust,professional,71.5
115,2,4.3,3.3,No face detected,casual,68.0
13,11,9.5,14.4,sad,gamer,100.0
86,7,6.5,7.0,neutral,student,50.5
87,12,6.9,2.3,angry,professional,63.0
63,14,2.9,10.1,disgust,gamer,91.0
22,15,2.8,13.5,surprise,student,92.5
32,14,10.8,0.6,sad,casual,71.0
92,9,3.3,9.3,disgust,gamer,88.5
71,10,5.9,6.2,fear,student,90.0
101,4,2.4,15.4,fear,gamer,100.0
32,10,5.3,8.2,happy,gamer,60.0
33,2,3.7,10.9,sad,student,73.0
54,9,5.2,14.5,fear,professional,88.5
55,5,8.9,4.3,disgust,student,47.5
37,13,1.9,7.2,happy,gamer,74.5
120,8,3.4,12.7,disgust,casual,100.0
31,15,2.5,1.6,fear,gamer,100.0
80,1,10.4,10.5,angry,gamer,71.5
110,15,8.5,3.5,sad,casual,97.5
108,0,6.1,4.2,disgust,gamer,45.0
44,1,9.3,1.1,angry,gamer,66.5
62,6,7.5,7.0,fear,professional,59.0
28,4,7.1,11.1,disgust,gamer,76.0
117,13,10.3,6.5,neutral,gamer,79.5
47,15,4.6,10.5,neutral,professional,62.5
12,9,3.1,10.6,No face detected,casual,88.5
119,6,2.3,13.3,surprise,gamer,79.0
63,4,5.3,12.5,neutral,casual,71.0
89,6,5.3,13.3,sad,student,94.0
73,9,7.5,10.3,disgust,professional,58.5
110,0,9.4,6.6,angry,student,85.0
12,3,7.5,9.6,surprise,casual,49.5
19,14,10.2,1.2,disgust,student,91.0
71,2,2.4,1.9,angry,professional,63.0
92,13,4.6,12.5,neutral,professional,79.5
78,14,2.4,2.4,fear,gamer,86.0
19,12,8.9,10.7,angry,professional,100.0
105,12,8.8,15.0,neutral,professional,83.0
36,11,10.3,9.1,fear,casual,100.0
80,3,9.7,14.7,happy,gamer,44.5
17,8,7.4,12.8,fear,casual,87.0
108,11,2.1,13.9,fear,casual,100.0
23,9,8.1,2.7,angry,professional,83.5
95,10,7.3,12.8,fear,gamer,85.0
15,11,4.6,11.3,disgust,casual,96.5
105,4,10.1,11.1,happy,professional,66.0
45,15,3.8,7.7,disgust,student,87.5
93,15,10.7,14.9,fear,casual,100.0
13,15,10.1,10.9,angry,casual,100.0
80,13,9.9,13.1,No face detected,gamer,69.5
111,15,6.2,6.0,surprise,gamer,47.5
119,2,9.1,4.9,happy,student,43.0
42,11,4.3,3.0,fear,professional,71.5
95,1,7.1,12.7,happy,gamer,31.5
63,12,9.1,1.4,angry,gamer,68.0
104,2,3.3,6.0,neutral,student,68.0
27,10,9.9,7.6,No face detected,student,70.0
95,7,5.0,10.6,angry,casual,100.0
59,6,2.2,8.6,disgust,gamer,74.0
71,4,3.5,13.3,surprise,gamer,51.0
57,4,5.7,10.4,disgust,professional,61.0
56,0,4.0,11.2,fear,professional,75.0
95,1,3.9,12.0,angry,student,100.0
74,3,5.7,0.5,angry,professional,49.5
117,6,10.1,7.0,fear,gamer,99.0
31,15,9.5,8.7,No face detected,professional,82.5
33,3,2.0,15.9,angry,gamer,100.0
23,3,3.5,7.1,happy,casual,44.5
41,4,6.4,13.2,fear,gamer,81.0
40,3,8.0,11.1,sad,student,54.5
88,11,4.3,9.0,sad,student,96.5
38,11,10.9,3.7,disgust,professional,76.5
68,3,6.6,6.1,angry,student,59.5
107,7,4.3,8.3,fear,student,100.0
116,1,1.1,4.9,fear,casual,100.0
82,12,9.6,6.5,surprise,casual,78.0
84,6,7.3,12.2,fear,casual,99.0
84,4,7.2,14.5,surprise,professional,46.0
34,13,1.6,9.5,fear,casual,100.0
35,12,8.0,4.4,sad,professional,58.0
78,13,6.4,6.1,No face detected,student,59.5
66,1,7.6,6.8,fear,professional,51.5
113,5,3.7,5.5,No face detected,casual,82.5
115,1,9.1,5.2,neutral,gamer,46.5
91,5,5.9,15.5,sad,student,97.5
25,11,10.0,7.8,angry,gamer,100.0
93,6,10.1,11.8,surprise,student,79.0
19,6,6.8,8.6,sad,gamer,74.0
84,14,8.7,5.4,fear,gamer,71.0
36,7,9.8,4.0,happy,gamer,45.5
60,13,1.5,14.8,sad,casual,100.0
84,4,5.6,13.3,No face detected,student,76.0
18,8,10.3,6.4,No face detected,gamer,82.0
17,9,3.0,11.9,fear,gamer,100.0
96,7,2.4,8.3,No face detected,gamer,70.5
82,8,8.6,4.0,sad,casual,87.0
33,0,2.3,3.6,disgust,professional,70.0
73,10,7.2,10.6,No face detected,gamer,45.0
15,7,1.3,12.7,surprise,student,85.5
95,15,4.9,0.5,No face detected,student,77.5
88,9,6.1,8.1,sad,professional,68.5
105,10,3.7,8.2,neutral,gamer,70.0
61,12,3.3,13.9,disgust,gamer,88.0
68,4,9.6,7.7,angry,gamer,66.0
24,4,1.4,15.9,disgust,gamer,100.0
52,4,2.0,5.3,surprise,professional,46.0
101,1,10.2,12.0,fear,professional,100.0
44,10,6.5,6.2,No face detected,gamer,55.0
64,14,3.4,8.2,angry,gamer,86.0
79,0,2.4,3.8,angry,professional,60.0
82,0,6.6,2.2,sad,professional,40.0
37,7,2.0,9.4,No face detected,professional,75.5
109,6,7.1,0.6,neutral,professional,39.0
49,4,10.5,0.6,surprise,casual,41.0
86,12,1.2,2.1,happy,casual,73.0
44,13,4.3,0.8,surprise,professional,39.5
72,14,4.1,10.7,happy,student,71.0
23,2,9.1,14.0,No face detected,student,73.0
90,2,1.4,14.1,happy,professional,63.0
36,10,3.6,6.2,disgust,professional,85.0
94,3,4.2,9.8,angry,professional,84.5
99,8,10.0,1.8,neutral,casual,62.0
28,10,3.5,13.5,No face detected,gamer,95.0
94,1,5.0,3.9,neutral,casual,56.5
105,5,7.6,8.9,No face detected,professional,57.5
103,10,10.2,14.0,disgust,professional,100.0
25,0,6.0,8.5,sad,casual,50.0
108,2,5.2,14.5,angry,casual,98.0
115,0,5.7,12.8,disgust,gamer,80.0
110,14,10.5,9.2,neutral,student,91.0
53,10,9.3,9.0,neutral,professional,55.0
108,2,8.8,14.6,No face detected,casual,78.0
89,12,10.5,5.5,disgust,casual,100.0
60,13,8.4,13.5,fear,student,94.5
36,1,8.6,14.9,surprise,gamer,61.5
34,7,10.3,0.5,fear,casual,70.5
117,1,1.8,14.3,happy,student,76.5
23,7,6.6,1.6,disgust,student,55.5
102,9,10.4,9.9,angry,student,100.0
48,13,2.0,7.5,surprise,professional,59.5
77,7,5.4,9.4,fear,professional,75.5
52,3,7.4,13.1,disgust,casual,74.5
99,8,8.7,6.9,disgust,professional,77.0
42,2,4.6,1.7,No face detected,professional,33.0
100,7,9.6,1.2,surprise,student,55.5
51,3,2.9,15.9,fear,student,94.5
51,8,8.7,4.4,No face detected,gamer,37.0
96,6,3.6,1.3,happy,professional,44.0
31,8,9.5,15.4,happy,casual,52.0
83,4,6.4,13.5,neutral,student,61.0
77,2,8.4,12.1,fear,gamer,73.0
86,3,10.8,13.3,fear,casual,100.0
68,12,4.4,7.2,disgust,gamer,73.0
94,7,8.6,9.8,angry,casual,100.0
85,6,8.1,11.6,angry,professional,84.0
20,8,9.0,6.1,neutral,professional,67.0
98,2,7.5,3.6,angry,professional,53.0
57,15,9.7,8.9,sad,casual,100.0
110,15,6.5,6.3,neutral,student,67.5
88,11,9.2,14.6,No face detected,gamer,71.5
22,1,7.8,11.3,sad,casual,56.5
62,14,1.6,12.5,disgust,casual,100.0
91,13,2.7,0.8,disgust,professional,89.5
105,4,6.6,2.1,sad,student,61.0
51,12,4.3,8.8,surprise,casual,73.0
36,11,3.5,14.4,happy,gamer,81.5
46,14,3.6,8.5,angry,gamer,96.0
36,8,7.5,11.1,angry,casual,72.0
51,5,4.1,13.6,happy,gamer,42.5
52,9,9.8,8.9,sad,casual,93.5
49,2,7.9,0.6,No face detected,casual,28.0
42,7,3.2,8.1,neutral,casual,70.5
112,13,7.4,6.9,disgust,student,84.5
35,9,1.8,11.9,fear,gamer,100.0
64,14,10.6,1.2,disgust,gamer,71.0
107,6,8.9,15.2,happy,student,69.0
27,3,10.7,15.7,No face detected,professional,84.5
26,7,2.4,13.9,angry,student,100.0
26,15,2.3,11.5,No face detected,gamer,100.0
113,11,8.6,5.4,sad,casual,96.5
25,5,1.8,1.9,No face detected,gamer,72.5
116,15,3.2,6.6,sad,professional,100.0
118,10,5.0,5.8,disgust,casual,95.0
104,1,7.0,0.8,angry,professional,56.5
22,14,5.9,8.2,No face detected,professional,86.0
41,4,4.4,15.3,happy,student,46.0
17,4,5.6,0.6,fear,student,76.0
111,15,10.3,1.8,No face detected,student,82.5
89,11,4.2,2.3,fear,student,91.5
68,12,4.6,6.7,No face detected,gamer,58.0
34,9,8.5,6.4,surprise,student,38.5
119,15,5.0,3.7,fear,professional,97.5
90,0,6.4,13.9,surprise,professional,40.0
76,3,11.0,6.7,fear,student,89.5
107,5,5.2,15.6,angry,casual,100.0
49,13,8.8,6.9,neutral,professional,49.5
35,9,8.6,6.7,surprise,professional,48.5
65,6,10.3,1.3,disgust,casual,79.0
72,5,6.7,2.4,happy,student,22.5
102,15,6.6,8.8,angry,casual,100.0
60,1,7.6,7.0,surprise,gamer,16.5
45,4,4.1,3.3,neutral,gamer,41.0
115,10,7.0,14.0,angry,gamer,90.0
60,7,3.5,11.6,happy,professional,50.5
106,0,4.4,8.7,disgust,student,85.0
26,1,1.8,12.9,angry,student,96.5
102,5,2.6,7.0,disgust,student,97.5
111,10,10.4,6.8,fear,student,100.0
29,6,8.2,12.2,fear,gamer,100.0
119,2,10.2,1.5,disgust,professional,78.0
116,2,5.6,9.6,angry,student,88.0
43,0,8.0,13.0,neutral,casual,45.0
90,7,7.5,1.4,fear,casual,75.5
32,8,1.8,4.7,No face detected,student,52.0
50,7,9.0,15.5,neutral,casual,65.5
10,10,3.6,15.6,surprise,student,90.0
114,4,9.8,9.1,happy,casual,71.0
120,7,1.9,9.7,No face detected,casual,100.0
116,2,2.6,8.9,angry,student,100.0
59,1,10.9,11.5,happy,casual,61.5
109,10,5.3,9.0,angry,gamer,85.0
50,4,10.7,5.9,happy,gamer,26.0
88,12,8.2,9.4,No face detected,gamer,58.0
29,9,4.7,6.0,sad,casual,73.5
67,15,7.5,10.3,surprise,gamer,42.5
13,6,9.7,14.0,happy,student,74.0
13,8,4.5,12.0,happy,gamer,67.0
79,10,3.6,3.8,happy,student,50.0
13,12,8.0,7.8,No face detected,gamer,68.0
72,1,1.7,5.1,fear,casual,100.0
78,9,4.7,8.5,disgust,student,88.5
63,15,6.6,13.9,sad,student,87.5
108,8,7.3,2.9,sad,casual,67.0
25,2,7.2,1.5,sad,gamer,58.0
86,12,11.0,3.8,neutral,casual,83.0
64,13,8.9,5.8,neutral,student,59.5
40,4,4.5,2.3,neutral,professional,31.0
46,11,4.2,12.8,fear,gamer,100.0
110,2,10.1,8.2,happy,gamer,48.0
34,3,7.1,10.1,No face detected,casual,44.5
40,15,1.7,4.7,disgust,professional,77.5
51,7,6.1,12.9,neutral,student,45.5
28,13,5.9,6.0,angry,student,84.5
64,4,3.6,0.5,surprise,professional,31.0
41,12,8.7,2.9,happy,casual,38.0
57,8,7.0,14.5,neutral,student,47.0
18,12,7.5,10.8,fear,casual,93.0
34,8,1.1,3.8,surprise,student,42.0
99,3,1.5,7.4,angry,professional,89.5
69,9,7.8,6.2,happy,gamer,23.5
67,15,4.1,3.9,neutral,gamer,47.5
23,3,4.9,7.8,happy,student,49.5
59,6,5.2,0.8,happy,professional,19.0
86,7,6.4,5.2,surprise,professional,35.5
120,15,6.4,9.6,happy,professional,62.5
104,1,10.6,10.4,angry,student,100.0
76,4,8.6,9.5,happy,casual,66.0
24,9,9.0,1.4,fear,casual,63.5
55,5,5.8,13.6,fear,student,82.5
28,1,1.7,12.9,happy,student,61.5
71,1,5.8,1.4,fear,gamer,51.5
81,10,10.0,8.2,surprise,professional,60.0
115,12,9.4,8.1,surprise,gamer,68.0
29,6,11.0,10.7,fear,professional,100.0
18,12,6.3,15.6,neutral,casual,63.0
77,13,1.0,9.0,surprise,gamer,59.5
56,7,1.9,9.9,angry,student,85.5
72,7,7.6,1.6,angry,professional,45.5
120,12,1.5,4.2,No face detected,casual,98.0
110,5,2.4,10.4,No face detected,student,92.5
16,9,5.4,7.8,angry,gamer,93.5
47,4,8.1,3.6,fear,gamer,66.0
64,13,1.0,14.5,happy,casual,94.5
79,15,10.5,11.1,disgust,student,100.0
38,14,4.4,2.6,neutral,gamer,66.0
65,14,3.0,7.5,No face detected,gamer,66.0
79,10,10.8,12.8,No face detected,gamer,70.0
10,11,6.5,9.1,surprise,professional,61.5
119,13,4.9,7.3,disgust,student,100.0
110,13,4.6,12.7,surprise,casual,89.5
38,1,4.7,7.8,surprise,professional,41.5
114,12,8.9,15.2,angry,casual,100.0
104,4,5.1,10.2,sad,casual,96.0
49,14,6.9,0.9,sad,student,51.0
46,15,10.3,12.3,fear,professional,100.0
21,11,2.8,4.8,fear,student,96.5
72,5,7.0,4.5,fear,gamer,47.5
77,9,2.0,14.9,happy,professional,63.5
87,14,9.5,13.4,angry,professional,100.0
39,13,6.2,2.4,sad,professional,59.5
105,5,8.8,3.2,surprise,professional,42.5
25,7,5.0,1.0,neutral,student,40.5
41,13,10.2,8.8,No face detected,gamer,79.5
28,9,2.6,5.9,surprise,gamer,68.5
15,6,5.2,6.8,surprise,professional,59.0
13,9,6.3,3.9,disgust,casual,68.5
28,5,9.8,5.5,sad,professional,82.5
94,2,3.4,1.5,happy,professional,38.0
67,14,10.9,11.0,sad,professional,86.0
29,4,9.2,7.9,happy,student,46.0
52,9,4.7,6.2,sad,professional,68.5
95,1,7.2,8.3,angry,professional,66.5
92,1,9.7,15.0,disgust,professional,86.5
108,4,2.1,3.0,angry,student,91.0
50,8,5.8,10.8,angry,casual,92.0
45,11,1.5,2.7,surprise,casual,61.5
69,8,10.4,6.6,disgust,casual,97.0
12,14,5.6,13.8,neutral,student,91.0
94,14,6.4,2.9,neutral,student,56.0
47,7,5.6,7.7,No face detected,gamer,55.5
71,8,1.1,7.8,disgust,professional,77.0
108,3,3.2,1.8,neutral,professional,54.5
14,6,6.0,7.6,fear,gamer,84.0
100,8,10.5,11.6,disgust,gamer,87.0
93,5,4.7,6.2,fear,casual,100.0
102,15,4.7,14.4,sad,gamer,100.0
81,6,6.4,6.5,No face detected,student,54.0
109,11,5.2,14.1,disgust,student,100.0
61,4,5.8,7.6,fear,professional,66.0
81,3,5.7,5.4,neutral,gamer,24.5
110,7,3.4,5.3,No face detected,professional,75.5
42,11,10.4,15.7,surprise,gamer,81.5
20,15,6.5,12.9,happy,casual,47.5
89,10,8.2,13.1,sad,casual,100.0
91,1,7.3,13.6,neutral,professional,51.5
65,15,5.2,14.5,disgust,student,97.5
91,10,2.4,4.3,sad,student,95.0
98,6,8.2,5.9,angry,gamer,64.0
23,12,3.5,8.5,fear,student,100.0
75,4,4.7,6.2,angry,gamer,66.0
33,14,9.5,13.2,sad,student,91.0
48,4,3.8,5.4,neutral,casual,61.0
13,0,5.7,1.0,angry,student,70.0
70,11,10.6,9.4,neutral,professional,61.5
105,4,9.4,4.3,happy,casual,56.0
102,14,1.7,9.4,fear,student,100.0
38,4,8.7,3.9,neutral,student,26.0
95,9,8.7,0.7,neutral,student,58.5
118,4,6.9,6.0,happy,casual,46.0
50,8,3.9,13.6,angry,gamer,87.0
73,14,4.7,9.7,happy,casual,86.0
103,12,6.4,6.7,neutral,gamer,53.0
14,13,3.6,5.8,disgust,casual,99.5
53,7,1.2,9.9,happy,student,50.5
61,7,4.2,2.6,disgust,professional,55.5
98,14,7.0,9.0,happy,gamer,41.0
71,14,7.9,9.7,happy,professional,36.0
63,7,6.7,12.8,angry,professional,65.5
118,8,2.7,14.4,fear,student,100.0
68,4,6.8,13.8,disgust,professional,61.0
35,15,8.5,7.4,angry,casual,87.5
113,1,8.6,12.9,No face detected,professional,71.5
11,13,9.7,3.4,disgust,gamer,89.5
24,5,9.7,7.0,disgust,student,77.5
93,0,8.8,9.7,sad,student,80.0
107,10,1.2,6.2,No face detected,student,90.0
113,7,6.0,4.6,fear,professional,75.5
23,4,2.7,9.7,No face detected,casual,76.0
119,11,9.9,2.7,neutral,casual,66.5
23,8,1.9,7.8,No face detected,casual,77.0
116,6,4.6,14.2,angry,casual,100.0
46,9,8.2,1.1,surprise,professional,28.5
86,5,9.9,7.2,disgust,student,87.5
91,7,9.3,9.6,fear,casual,100.0
105,2,5.3,12.9,disgust,professional,83.0
95,6,4.5,3.6,fear,student,89.0
71,9,7.7,9.2,happy,casual,63.5
85,2,6.8,15.9,disgust,gamer,58.0
85,3,10.8,7.5,No face detected,student,74.5
26,6,9.4,6.8,sad,professional,84.0
91,4,7.4,2.0,happy,student,31.0
83,1,1.2,1.6,disgust,gamer,56.5
82,6,3.4,5.7,sad,professional,79.0
103,12,1.8,4.5,happy,professional,63.0
12,6,9.1,10.0,surprise,student,69.0
116,1,3.5,15.3,angry,professional,100.0
33,13,8.8,0.6,happy,professional,44.5
34,8,9.0,10.2,fear,student,82.0
119,10,9.3,0.6,fear,gamer,90.0
115,4,5.2,3.1,sad,casual,81.0
63,3,8.8,12.8,angry,professional,69.5
107,5,2.4,10.4,happy,student,77.5
33,2,9.4,4.3,No face detected,casual,43.0
20,3,7.1,8.1,happy,professional,44.5
28,8,6.8,3.8,neutral,student,32.0
87,12,10.7,14.7,surprise,student,88.0
57,9,3.0,14.3,No face detected,student,73.5
44,3,10.1,10.8,happy,professional,39.5
37,2,10.0,11.3,surprise,casual,48.0
18,10,2.2,3.0,neutral,student,70.0
42,12,3.3,5.7,neutral,professional,58.0
99,7,3.9,7.7,No face detected,student,85.5
40,6,5.9,7.9,neutral,gamer,54.0
108,0,10.1,15.2,surprise,student,75.0
50,6,8.7,2.4,neutral,student,29.0
112,0,1.8,14.0,sad,student,100.0
13,8,10.8,1.1,neutral,gamer,67.0
33,3,10.3,8.3,neutral,casual,54.5
89,1,6.6,9.0,angry,professional,61.5
91,2,3.4,9.0,No face detected,casual,83.0
57,7,11.0,9.2,disgust,casual,100.0
42,15,10.4,1.5,No face detected,professional,57.5
99,7,4.8,14.7,surprise,professional,70.5
75,7,1.0,1.2,sad,professional,65.5
116,15,2.1,7.6,happy,gamer,77.5
13,1,11.0,12.8,sad,casual,91.5
88,5,4.7,12.7,angry,professional,87.5
86,1,9.1,7.6,fear,student,91.5
41,5,1.4,15.3,fear,casual,100.0
95,5,3.6,12.0,angry,casual,100.0
67,4,4.9,6.8,surprise,gamer,36.0
105,4,1.1,5.9,No face detected,casual,91.0
46,2,1.0,12.2,No face detected,professional,63.0
120,3,3.5,2.6,fear,student,89.5
70,2,4.6,13.7,sad,gamer,68.0
44,0,1.4,3.3,neutral,gamer,50.0
38,12,9.0,4.3,happy,gamer,48.0
95,7,6.7,13.4,sad,gamer,70.5
45,3,6.8,4.5,surprise,gamer,19.5
11,3,1.8,12.1,No face detected,professional,89.5
41,4,4.7,8.6,surprise,professional,41.0
119,6,4.3,8.6,fear,gamer,94.0
113,13,3.3,9.2,happy,casual,89.5
40,10,9.5,11.1,No face detected,student,65.0
35,8,9.1,11.5,angry,casual,87.0
52,14,4.9,2.5,No face detected,casual,66.0
89,1,3.7,14.2,fear,professional,96.5
66,14,4.6,7.7,No face detected,gamer,61.0
76,6,8.6,8.7,angry,casual,99.0
45,15,5.8,2.0,fear,student,72.5
45,0,8.5,15.1,neutral,professional,45.0
79,13,4.6,15.4,sad,casual,100.0
76,7,8.2,1.2,sad,gamer,50.5
16,0,5.2,12.3,No face detected,student,70.0
24,12,3.6,5.4,sad,professional,100.0
66,1,10.5,10.2,sad,student,81.5
29,0,8.8,15.6,angry,student,80.0
53,1,10.8,2.5,disgust,student,51.5
83,4,6.8,1.7,angry,gamer,41.0
48,0,9.8,14.7,happy,student,40.0
28,1,7.1,12.1,No face detected,gamer,61.5
24,3,7.5,13.2,fear,student,84.5
79,10,10.5,16.0,angry,student,100.0
32,14,5.3,7.4,fear,casual,91.0
50,14,10.1,4.1,sad,professional,71.0
36,0,8.8,11.0,angry,student,65.0
56,8,8.9,8.0,disgust,gamer,62.0
58,15,1.0,12.2,sad,student,100.0
110,5,4.6,1.4,happy,casual,47.5
47,7,6.7,6.2,neutral,student,30.5
63,0,5.3,6.0,fear,gamer,50.0
29,11,8.6,3.1,angry,gamer,86.5
91,2,4.1,14.5,happy,student,68.0
66,8,7.4,16.0,happy,casual,57.0
113,1,10.7,3.0,happy,student,46.5
24,3,1.6,1.5,neutral,gamer,64.5
99,1,1.0,2.0,sad,professional,71.5
20,11,4.6,11.6,No face detected,casual,71.5
77,11,6.8,13.8,surprise,professional,46.5
87,1,9.9,13.2,fear,student,100.0
55,5,2.9,2.2,sad,student,62.5
85,0,6.5,8.4,angry,casual,80.0
62,2,1.4,10.4,happy,student,58.0
98,8,9.1,8.2,neutral,casual,82.0
110,3,10.7,13.9,angry,casual,100.0
49,5,10.0,15.4,No face detected,casual,72.5
86,7,10.9,13.0,happy,student,75.5
104,3,8.7,12.7,No face detected,professional,69.5
52,13,3.1,7.7,angry,student,89.5
42,14,3.9,15.1,disgust,student,96.0
74,7,10.3,10.1,neutral,professional,55.5
74,10,9.2,3.2,neutral,casual,75.0
98,13,10.9,1.1,neutral,casual,74.5
71,0,4.0,9.7,sad,gamer,60.0
86,9,9.7,13.7,angry,gamer,83.5
106,1,4.3,0.6,angry,professional,71.5
90,11,2.7,2.3,angry,professional,86.5
97,9,2.5,4.2,angry,casual,100.0
41,15,1.5,6.0,happy,student,57.5
37,14,1.3,10.1,happy,casual,76.0
23,8,1.4,3.6,angry,casual,87.0
85,11,1.4,13.0,happy,student,86.5
118,12,4.6,14.7,disgust,gamer,100.0
33,6,3.1,2.9,disgust,professional,74.0
22,11,6.7,5.6,neutral,casual,41.5
102,12,6.2,6.5,angry,professional,83.0
29,12,6.8,14.7,angry,student,88.0
84,0,9.2,15.9,neutral,student,70.0
79,1,1.6,5.0,angry,gamer,61.5
94,14,9.7,2.5,fear,student,100.0
57,7,7.4,14.1,disgust,professional,65.5
75,0,8.5,6.4,fear,student,75.0
97,4,6.8,14.4,happy,student,56.0
59,13,10.7,5.9,angry,gamer,74.5
82,6,9.7,4.9,surprise,gamer,29.0
113,4,3.2,2.4,neutral,professional,61.0
98,4,9.6,14.8,neutral,casual,81.0
22,6,1.7,5.1,No face detected,casual,69.0
58,14,4.5,12.4,sad,casual,100.0
72,11,10.8,2.5,angry,gamer,71.5
66,12,3.3,9.4,happy,professional,53.0
100,5,9.9,11.8,disgust,student,97.5
70,0,1.5,4.3,happy,gamer,25.0
65,8,2.4,9.7,neutral,casual,97.0
44,0,4.5,2.1,surprise,gamer,35.0
77,2,1.2,7.5,happy,gamer,38.0
106,11,4.0,14.2,No face detected,student,96.5
29,7,5.9,8.0,sad,gamer,85.5
68,12,6.7,4.5,surprise,professional,23.0
23,0,2.4,12.7,neutral,student,75.0
